ID,cluster,Tema_Cluster,ementa detalhada
5676,43,Meio Ambiente e Desenvolvimento Sustentável,Trata do mandato dos membros da Diretoria Colegiada das Agências Reguladoras.
5687,20,Direitos Humanos e Minorias,Altera a Lei nº 8.742 de 1993.
5688,7,Finanças Públicas e Orçamento,"Altera as Leis nº 12.340 de 2010, 12.858 de 2013 e 8.001 de 1990."
5706,33,Direito e Defesa do Consumidor,Altera as Leis nº 10.169 de 2000 e 8.935 de 1994.
5712,30,Finanças Públicas e Orçamento,Altera a Lei nº 8.429 de 1992.
5771,49,Direito Civil e Processual Civil,Altera a Lei nº 10.406 de 2002 e o Decreto=lei nº 2.848 de 1941.
5784,0,Trabalho e Emprego,Altera a Lei nº 13.675 de 2018.
5786,39,Direito Penal e Processual Penal,Altera a Lei nº 9.427 de 1996.
5797,34,Direito Penal e Processual Penal,Altera a Lei Complementar nº 141 de 2012.
5803,27,Direito Civil e Processual Civil,Estabelece mecanismos para controle cadastral de animais domésticos.
5813,36,Finanças Públicas e Orçamento,Altera a Lei nº 9.250 de 1995.
5822,5,Trabalho e Emprego,Estabelece penalidades para o condutor que alterar características do veículo de carga ou de transporte de passageiro.
5825,0,Trabalho e Emprego,Altera a Lei nº 8.987 de 1995.
5844,0,Trabalho e Emprego,Altera a Lei nº 12.608 de 2012.
5853,0,Trabalho e Emprego,Altera o Decreto-lei nº 5.452 de 1943.
5871,36,Finanças Públicas e Orçamento,Altera a Lei nº 9.250 de 1995.
5885,26,Direitos Humanos e Minorias,Altera as Leis nº 7.713 de 1988 e 9.249 de 1995.
5888,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
5895,30,Finanças Públicas e Orçamento,Altera a Lei nº9.394 de 1996.
5904,33,Direito e Defesa do Consumidor,"Altera a Lei nº 6.015, de 1973."
5937,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
5938,8,Direito Penal e Processual Penal,Altera a Lei Complementar nº 79 de 1994.
5957,48,Viação,Altera a Lei nº 9.503 de 1997.
5959,29,Direitos Humanos e Minorias,Altera a Lei nº 4.737 de 1965.
5965,41,Direito Penal e Processual Penal,Altera o Decreto-Lei nº 2.848 de 1940.
5972,41,Direito Penal e Processual Penal,Altera a Lei nº 8.069 de 1900.
5982,20,Direitos Humanos e Minorias,Altera a Lei nº 9.478 de 1997.
6008,16,Direito Civil e Processual Civil,Altera as Leis nº 8.069 de 1990 e  8.072 de 1990 e os Decretos-Lei nº 2.848 de 1940 e 3.689 de 1941.
6013,16,Direito Civil e Processual Civil,Altera a Lei nº 13.105 de 2015.
6019,48,Viação,Altera a Lei nº 9.503 de 1997.
6046,10,Direito Civil e Processual Civil,Altera a Lei nº 10.406 de 2002.
6047,38,Direitos Humanos e Minorias,"Altera a Lei nº 13.979 de 2020.

Revoga a Lei nº 14.019 de 2020."
6083,47,Direitos Humanos e Minorias,Altera o Decreto-lei nº 1.783 de 1980.
6109,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
6121,30,Finanças Públicas e Orçamento,Altera a Lei nº 10.925 de 2004.
6126,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
6139,43,Meio Ambiente e Desenvolvimento Sustentável,Altera a Lei nº 5.172 de 1966.
6160,40,Direito e Defesa do Consumidor,"Altera a Lei nº 9.656, de 1998."
6168,20,Direitos Humanos e Minorias,Altera a Lei nº 8.742 de 1993.
6177,30,Finanças Públicas e Orçamento,Altera a Lei nº4.595 de 1964.
6191,26,Direitos Humanos e Minorias,Altera a Lei nº 10.893 de 2004.
6197,39,Direito Penal e Processual Penal,Altera a Lei nº 8.072 de 1990.
6207,39,Direito Penal e Processual Penal,Altera o Decreto-lei nº3.689 de 1941.
6214,3,Finanças Públicas e Orçamento,","
6228,43,Meio Ambiente e Desenvolvimento Sustentável,"Altera a Lei nº 10.406, de 2002."
6236,16,Direito Civil e Processual Civil,Altera as Leis nº 8.078 de1990 e  9.472 de 1997.
6291,7,Finanças Públicas e Orçamento,Altera a Lei nº 14.133 de 2021.
6302,22,Educação,Altera o Decreto nº 10.854 de 2021 e a Lei nº 8.112 de 1990.
6303,25,Finanças Públicas e Orçamento,Altera as Leis nº 11.540 de 2007; 12.351 de 2010; 13.800 de 2019; 11.196 de 2005 e 11.540 de 2007.
6321,7,Finanças Públicas e Orçamento,Altera a Lei nº 12.669 de 2012.
6330,26,Direitos Humanos e Minorias,Altera a Lei nº 10.233 de 2001.
6348,26,Direitos Humanos e Minorias,Altera a Lei nº 10.260 de 2001.
6350,36,Finanças Públicas e Orçamento,Altera a Lei nº 8.989 de 1995.
6351,2,Defesa e Segurança,Altera a Lei nº 11.771 de 2008.
6356,10,Direito Civil e Processual Civil,Altera a Lei nº 14.046 de 2020.
6372,16,Direito Civil e Processual Civil,Altera a Lei nº 13.105 de 2015.
6387,0,Trabalho e Emprego,Altera o Decreto-lei nº 5.452 de 1943.
6508,49,Direito Civil e Processual Civil,Regulamentando o exercício profissional da Podologia.
6528,30,Finanças Públicas e Orçamento,"Alteração: Lei nº 11.540, de 12 de novembro de 2007; Lei nº 14.533, de 11 de janeiro de 2023."
6538,36,Finanças Públicas e Orçamento,"Altera a Lei nº 8.171, de 17 de janeiro de 1991."
6626,26,Direitos Humanos e Minorias,Altera as Leis nº 9.249 e 9.250 de 1995 e a Medida Provisória nº 2.158-35 de 2001.
6662,28,Direitos Humanos e Minorias,Altera a Lei nº 9.394 de 1996.
6665,19,Direito e Defesa do Consumidor,Altera a Lei nº 8.078 de 1990.
6673,7,Finanças Públicas e Orçamento,"Altera o Decreto-Lei nº 3.689, de 3 de outubro de 1941."
6695,39,Direito Penal e Processual Penal,Altera a Lei Complementar nº 97 de 1999.
6752,34,Direito Penal e Processual Penal,"Altera a Lei nº 8.072, de 25 de Julho de 1990."
6779,21,Saúde,"Altera a Lei nº 6.259, de 30 de outubro de 1975."
6793,47,Direitos Humanos e Minorias,Altera as Leis nº 7.713 de 1988 e 8.212 de 1991.
6806,7,Finanças Públicas e Orçamento,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940."
6807,47,Direitos Humanos e Minorias,Altera a Lei nº 12.764 de 2012.
6812,13,Educação,"Altera a Lei nº 9.394, de 20 de dezembro de 1996."
6818,0,Trabalho e Emprego,Altera o Decreto-lei nº 5.452 de 1943.
6838,41,Direito Penal e Processual Penal,Altera o Decreto-Lei no 3.689 de 1941.
6901,6,Finanças Públicas e Orçamento,Altera a Lei nº 7.713 DE 1988.
7125,6,Finanças Públicas e Orçamento,"Altera as Leis nº 14.705 de 2023, 8.080 de 1990, 8.112 de 1990 e 8.213 de 1991."
7149,10,Direito Civil e Processual Civil,"Altera a Lei nº 8.078, de 11 de Setembro de 1990."
7197,27,Direito Civil e Processual Civil,"Altera a Lei nº 10.406, de 10 de Janeiro de 2002 e o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940."
7255,41,Direito Penal e Processual Penal,Altera o Decreto-Lei nº 2.848 de 1940.
7267,30,Finanças Públicas e Orçamento,Altera a Lei nº 7.713 de 1988.
7270,8,Direito Penal e Processual Penal,"Altera a Lei nº 7.713, de 22 de Dezembro de 1988."
7281,39,Direito Penal e Processual Penal,"Altera a Lei nº 10.406, de 10 de Janeiro de 2002."
7284,1,Direito Civil e Processual Civil,"Altera a Lei nº 8.001, de 13 de Março de 1990 e a Lei nº 12.340, de 1º de Dezembro de 2010."
7297,42,Direitos Humanos e Minorias,"Altera a Lei nº 12.764, de 27 de Dezembro de 2012 e a Lei nº 13.146, de 6 de Julho de 2015."
7298,7,Finanças Públicas e Orçamento,"Altera o Decreto-Lei nº 5.452, de 1º de Maio de 1943 e a Lei nº 11.770, de 9 de Setembro de 2008."
7303,29,Direitos Humanos e Minorias,Altera a Lei nº 4.737 de 1965.
7355,34,Direito Penal e Processual Penal,Altera o Decreto-lei 2.848 de 1940.
7382,28,Direitos Humanos e Minorias,Altera a Lei nº 9.394 de 1996.
7415,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
7432,30,Finanças Públicas e Orçamento,Altera a Lei nº 10.925 de 2004.
7477,30,Finanças Públicas e Orçamento,Altera a Lei nº 8.069 de 1990.
7493,45,Direitos Humanos e Minorias,Altera a Lei nº 13.988 de 2020.
7514,25,Finanças Públicas e Orçamento,Altera a Lei nº 13.756 de 2018.
7527,48,Viação,Altera a Lei nº 9.503 de 1997.
7532,39,Direito Penal e Processual Penal,Altera as Leis nº10.169 de 2000 e  6.015 de 1973.
7558,4,Educação,Altera a Lei nº 9.394 de 1996.
7567,15,Direitos Humanos e Minorias,Altera as Leis nº 8.213 de 1991 e 13.146 de 2015.
7595,38,Direitos Humanos e Minorias,Altera as Leis nº 8.112 de 1990; 9.962 de 2000 e 11.788 de 2008.
7597,4,Educação,Altera a Lei nº 9.394 de 1996.
7603,39,Direito Penal e Processual Penal,Altera o Decreto-lei nº3.689 de 1941.
7604,10,Direito Civil e Processual Civil,Altera a Lei nº 11.340 de 2006.
7608,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
7665,25,Finanças Públicas e Orçamento,Altera a Lei nº 14.060 de 2020.
7680,7,Finanças Públicas e Orçamento,Altera a Lei nº 10.048 de 2000.
7685,16,Direito Civil e Processual Civil,Altera Lei nº 13105 de 2015.
7694,31,Defesa e Segurança,Altera a Lei nº 10.826 de 2003.
7721,47,Direitos Humanos e Minorias,Altera a Lei nº 9.478 de 1997.
7775,26,Direitos Humanos e Minorias,"Altera a Lei nº 10.741 de 2003.

."
7781,25,Finanças Públicas e Orçamento,Altera a Lei nº 12.764 de 2012.
7807,14,Trabalho e Emprego,Altera as Lei nº 9.394 de 1996; 12.772 de 2012 e 8.745 de 1993.
7825,42,Direitos Humanos e Minorias,Altera a Lei nº 9.610 de 1998.
7830,25,Finanças Públicas e Orçamento,Altera a Lei nº 11.947 de 2009.
7849,36,Finanças Públicas e Orçamento,Altera a Lei nº 8.989 de 1995.
7859,32,Direito e Defesa do Consumidor,Altera a Lei nº 11.182 de 2005.
7860,7,Finanças Públicas e Orçamento,Altera a Lei nº 14.133 de 2021.
7862,19,Direito e Defesa do Consumidor,Altera o Decreto-Lei nº 3.688 de 1941.
7870,45,Direitos Humanos e Minorias,Altera a Lei nº 14.597 de 1991.
7880,36,Finanças Públicas e Orçamento,Altera as Leis nº 8.248 de 1991 e 11.540 de 2007.
7887,35,Direitos Humanos e Minorias,Altera a Lei nº 12.764 de 2012.
7902,11,Finanças Públicas e Orçamento,"Alteração, Legislação Tributária Federal, incidência, contribuição social, Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep), Contribuição para Financiamento da Seguridade Social (Cofins), receita, Entidade Aberta de Previdência Complementar (EAPC). _ Entidade Fechada de Previdência Complementar (EFPC), Isenção, Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep), Contribuição para Financiamento da Seguridade Social (Cofins), fator gerador. _Alíquota, Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep), base de cálculo, folha de pagamento, Entidade Fechada de Previdência Complementar (EFPC)."
7928,12,Direito Penal e Processual Penal,"Altera a Lei nº 14.597, de 14 de junho de 2023."
7969,0,Trabalho e Emprego,"Alteração, Lei dos Crimes Ambientais, tipicidade penal, prática, abuso, maus-tratos¸ ferimento, mutilação, contra, animal silvestre, animal doméstico, animal exótico."
7998,4,Educação,Altera a Lei nº 9.394 de 1996.
8025,48,Viação,Altera a Lei nº10.826 de 2003.
8026,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
8037,34,Direito Penal e Processual Penal,Altera o Decreto-lei 2.848 de 1940.
8047,41,Direito Penal e Processual Penal,Altera a Lei nº 8.069 de 1990.
8084,30,Finanças Públicas e Orçamento,"Altera a Lei nº 9.434, de 4 de fevereiro de 1997."
8086,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
8105,26,Direitos Humanos e Minorias,Altera a Lei nº 10.741 de 2003.
8138,6,Finanças Públicas e Orçamento,"Altera a Lei nº 9.427, de 26 de dezembro de 1996."
8159,0,Trabalho e Emprego,Altera o Decreto-lei nº 5.452 de 1943.
8191,27,Direito Civil e Processual Civil,Altera a Lei nº 8.987 de 1995.
8192,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
8197,49,Direito Civil e Processual Civil,Altera a Lei nº 13.105 de  2015 e o Decreto-lei nº 3.689 de 1941.
8212,31,Defesa e Segurança,Altera a Lei nº  10.826 de 2003.
8221,15,Direitos Humanos e Minorias,Altera a Lei nº 7.797 de 1989.
8248,41,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940 e a Lei nº 8.072 de 1990..
8266,43,Meio Ambiente e Desenvolvimento Sustentável,Altera a Lei nº 9.099 de 1995.
8294,19,Direito e Defesa do Consumidor,Altera a Lei nº 9.472 de 1997.
8298,4,Educação,Altera a Lei nº 9.394 de 1996.
8337,48,Viação,"Altera a Lei nº 13.033, de 24 de setembro de 2014, Lei nº 8.171, de 17 de janeiro de 1997, Lei nº 9.478, de 6 de agosto de 1997, Lei nº 9.847, de 26 de outubro de 1999, Lei nº 8.723, de 28 de outubro de 1993."
8341,26,Direitos Humanos e Minorias,Altera a Lei nº 10.233 de 2001.
8379,45,Direitos Humanos e Minorias,"Altera a Lei nº 13.105, de 16 de março de 2015."
8411,36,Finanças Públicas e Orçamento,Altera a Lei nº 9.250 de 1995.
8432,8,Direito Penal e Processual Penal,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940."
8442,30,Finanças Públicas e Orçamento,"Altera a Lei nº 10.925, de 23 de julho de 2004."
8443,27,Direito Civil e Processual Civil,"Altera a Lei nº 14.192, de 4 de agosto de 2021."
8447,10,Direito Civil e Processual Civil,Altera a Lei nº 10.406 de 2002.
8451,1,Direito Civil e Processual Civil,Altera a Lei nº 11.634 de 2007.
8522,20,Direitos Humanos e Minorias,Altera a Lei nº 9.394 de 1996.
8525,41,Direito Penal e Processual Penal,Altera o Decreto-Lei nº 2.848 de 1940.
8553,15,Direitos Humanos e Minorias,Altera o Decreto-lei nº 5.452 de 1943.
8579,29,Direitos Humanos e Minorias,Revoga os Decretos nº 63.778  de 1978 e 4.763  de 1965.
8591,35,Direitos Humanos e Minorias,"Altera a Lei nº 9.248, de 26 de dezembro de 1995."
8593,35,Direitos Humanos e Minorias,Altera as Leis nº 9.069 de 1995 e 14.133 de 2021.
8598,47,Direitos Humanos e Minorias,Altera as Leis nº 9.998 de 200 e 6.001 de 1973.
8624,43,Meio Ambiente e Desenvolvimento Sustentável,Altera o Decreto-lei 5.452 de 1943.
8632,35,Direitos Humanos e Minorias,Altera as Leis nº 9.504 de 1997 e 9.096 de 1995.
8707,7,Finanças Públicas e Orçamento,Altera as Leis nº 8.981 de 1995 e 9.065 de 1995.
8720,36,Finanças Públicas e Orçamento,Altera a Lei nº 9.250 de 1995.
8724,41,Direito Penal e Processual Penal,Alter a Lei nº 4.737 de 1965.
8725,28,Direitos Humanos e Minorias,"Altera a Lei nº 9.605, de 12 de feveirro de 1998."
8727,40,Direito e Defesa do Consumidor,Altera a Lei nº 10.848 de 2004.
8738,5,Trabalho e Emprego,Altera a Lei nº 4.737 de 1965.
8744,10,Direito Civil e Processual Civil,Altera a Lei nº.9.656 de 1998.
8746,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
8753,28,Direitos Humanos e Minorias,"Altera a Lei nº 7.713, de 22 de dezembro de 1988."
8761,30,Finanças Públicas e Orçamento,Altera a Lei nº 5.655 de 1971.
8764,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
8795,10,Direito Civil e Processual Civil,Altera a Lei nº 10.406 de 2002.
8797,49,Direito Civil e Processual Civil,Altera as Leis nº 8.987 de 1995 e 8.631 de 1993.
8835,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
8839,39,Direito Penal e Processual Penal,Altera a Lei nº 9.998 de 2000.
8864,48,Viação,Altera a Lei nº 9.503 de 1997.
8897,48,Viação,Altera a Lei nº 8.176 de 1991.
8912,20,Direitos Humanos e Minorias,"Altera a Lei nº 9.503, de 23 de setembro de 1997."
8939,7,Finanças Públicas e Orçamento,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940."
8976,0,Trabalho e Emprego,"Altera a Lei nº 9.365, de 16 de dezembro 1996."
8978,8,Direito Penal e Processual Penal,Altera as Leis nº 6.015 de 1973; 7.116 de 1983; 9.503 de 1997 e 13.444 de 2017.
9006,6,Finanças Públicas e Orçamento,"Altera a Lei nº 8.906, de 4 de julho de 1994."
9015,4,Educação,"Altera a Lei nº 8.080, de 19 de setembro de 1990."
9022,12,Direito Penal e Processual Penal,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, Decreto-Lei nº 3.689, de 3 de outubro de 1941, Lei nº 7.210, de 11 de julho de 1984"
9108,6,Finanças Públicas e Orçamento,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998."
9119,12,Direito Penal e Processual Penal,"Altera a Lei nº 14.597, de 14 de junho de 2023."
9129,35,Direitos Humanos e Minorias,"Altera o Decreto-Lei nº 3.689, de 3 de outubro de 1941"
9130,35,Direitos Humanos e Minorias,"Altera a Lei nº 6.015, de 31 de dezembro de 1973."
9132,30,Finanças Públicas e Orçamento,"Altera a Lei nº 8.989, de 24 de fevereiro de 1995."
9179,41,Direito Penal e Processual Penal,Altera a Lei nº 8.069 de 1990.
9181,42,Direitos Humanos e Minorias,Atera as Leis nº 10.438 de 2002 e 11.445 de 2007.
9185,39,Direito Penal e Processual Penal,Altera a Lei nº 8.072 de 1990.
9186,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
9249,26,Direitos Humanos e Minorias,Altera a Lei nº 5.194 de 1966.
9296,6,Finanças Públicas e Orçamento,"Altera a Lei nº 9.504, de 30 de setembro de 1997."
9302,20,Direitos Humanos e Minorias,"Altera a Lei nº 13.483, de 21 de setembro de 2017, Lei nº 13.999, de 18 de maio de 2020, Lei nº 8.029, de 12 de abril de 1990."
9316,4,Educação,"Altera a Lei nº 8.069, de 13 de julho de 1990."
9317,25,Finanças Públicas e Orçamento,Altera a Lei nº 13.445 de 2017.
9326,15,Direitos Humanos e Minorias,Altera a Lei nº 7.713 de 1988.
9347,12,Direito Penal e Processual Penal,"Altera as Leis nº 9.394 de 1996, 14.113 de 2020 e 13.146 de 2015."
9349,16,Direito Civil e Processual Civil,Altera o Deceto-lei nº 2.848 de 1940 e a Lei nº 8.072 de 1990.
9375,28,Direitos Humanos e Minorias,Altera a Lei nº 9.029 de 1995.
9432,37,Energia,"Altera a Lei nº 9.294, de 1996."
9467,10,Direito Civil e Processual Civil,Altera a Lei nº 11.340 de 2006.
9471,30,Finanças Públicas e Orçamento,Altera  a Lei nº 10.925 de 2004.
9474,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
9480,34,Direito Penal e Processual Penal,Altera a Lei nº 3.689 de 1941.
9482,36,Finanças Públicas e Orçamento,Altera a Lei nº 11.340 de 2006.
9538,47,Direitos Humanos e Minorias,Altera a Lei nº 9.991 de 2000.
9567,40,Direito e Defesa do Consumidor,Altera a Lei nº 6.001 de 1973.
9572,10,Direito Civil e Processual Civil,Altera a Lei nº 11.340 de 2006.
9649,41,Direito Penal e Processual Penal,Altera a Lei n º 9.472 de 1997.
9655,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
9704,15,Direitos Humanos e Minorias,Altera a Lei nº 9.393 de 1996.
9746,10,Direito Civil e Processual Civil,Altera as Leis nº 4.737 de 1965 e 9.096 de 1995.
9750,4,Educação,Altera a Lei nº 9.394 de 1996.
9754,15,Direitos Humanos e Minorias,Altera as Leis nº 12.764 de 2012 e 8.080 de 1990
9824,27,Direito Civil e Processual Civil,Altera a Lei nº 8.069 de 1990.
9839,28,Direitos Humanos e Minorias,Altera a Lei nº 9.394 de 1996.
9921,1,Direito Civil e Processual Civil,Altera a Lei nº 10.826 de 2003.
9936,48,Viação,Altera a Lei nº 9.503 de 1997.
9945,16,Direito Civil e Processual Civil,Altera a Lei nº 12.965 de 2014.
9947,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
9991,26,Direitos Humanos e Minorias,Altera a Lei nº 11.771 de 2008.
9995,7,Finanças Públicas e Orçamento,Altera as Leis nº 12.608 de 2012 e 12.340 de 2010.
10017,8,Direito Penal e Processual Penal,Altera as Leis nº 14.133 de 2021.
10044,25,Finanças Públicas e Orçamento,"Altera a Lei nº 13.709, de 14 de agosto de 2018."
10070,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
10088,15,Direitos Humanos e Minorias,Altera a Lei nº 10.438 de 2002.
10093,0,Trabalho e Emprego,"Altera a Lei nº 10.826, de 22 de dezembro de 2003."
10131,49,Direito Civil e Processual Civil,Altera as Leis nº 12.965 de 2014  e 9.504 de 1997.
10142,34,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940 e a Lei nº 8.072 de 1990.
10176,25,Finanças Públicas e Orçamento,Altera a Lei nº 12.764 de 2012.
10179,47,Direitos Humanos e Minorias,Altera a Lei nº 9.636 de 1998.
10184,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 3.689 de 1941.
10188,35,Direitos Humanos e Minorias,"Altera as Leis nº 4.117 de 1962, 12.485 de 2011 e 12.965 de 2014."
10191,34,Direito Penal e Processual Penal,Altera a Lei nº 8.981 de 1995.
10192,19,Direito e Defesa do Consumidor,"Altera as Leis nº 5.478 de 1968, 13.105 de 2015 e 10.406 de 2002."
10194,28,Direitos Humanos e Minorias,Altera a Lei nº 9.656 de 1998.
10198,34,Direito Penal e Processual Penal,Altera a Lei nº12.651 de 2012.
10243,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
10253,12,Direito Penal e Processual Penal,Altera a Lei nº 14.113 de 2020.
10296,28,Direitos Humanos e Minorias,Altera a Lei nº 9.394 de 1996.
10312,15,Direitos Humanos e Minorias,"Altera as Leis nº 13.483 de 2017, 13.999 de 2020 e 8.029 de 1990."
10317,26,Direitos Humanos e Minorias,Altera a Lei nº 10.260 de 2001.
10352,10,Direito Civil e Processual Civil,Altera a Lei nº 10.406 de 2002.
10357,2,Defesa e Segurança,Altera a Lei nº 9.394 de 1996.
10387,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
10495,20,Direitos Humanos e Minorias,Altera a Lei nº 9.394 de 1996.
10497,39,Direito Penal e Processual Penal,Altera a Lei nº. 8.072 de 1990.
10498,12,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940 e a Lei nº 7.210 de 1984.
10516,29,Direitos Humanos e Minorias,"Altera as Leis nº 6.001, de 1973 e 11.460, de 2007."
10533,12,Direito Penal e Processual Penal,Altera a Lei nº 14.113 de 2020.
10542,39,Direito Penal e Processual Penal,Altera a Lei nº 8.072 de 1990.
10543,30,Finanças Públicas e Orçamento,Altera o Decreto-lei nº 1.804 de 1980.
10563,7,Finanças Públicas e Orçamento,Altera a Lei nº 10.826 de 2003
10663,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 3.689 de 1941.
10701,34,Direito Penal e Processual Penal,Altera o Decreto-lei 2.848 de 1940.
10737,40,Direito e Defesa do Consumidor,Altera a Lei nº 9.656 de 1998.
10754,39,Direito Penal e Processual Penal,Altera a Lei nº 12.865 de 2013.
10801,19,Direito e Defesa do Consumidor,Altera a Lei nº 8.078 de 1990.
10820,0,Trabalho e Emprego,Altera a Lei nº 10.861 de 2004.
10834,37,Energia,"Altera a Lei nº 14.300, de 6 de janeiro de 2022."
10836,36,Finanças Públicas e Orçamento,Altera a Lei nº 9.250 de 1995.
10838,36,Finanças Públicas e Orçamento,Altera a Lei nº 6.001 de 1973.
10864,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
10905,39,Direito Penal e Processual Penal,Altera a Lei nº 7.565 de 1986.
10907,29,Direitos Humanos e Minorias,"Altera a Lei nº 14.133, de 2021."
10982,45,Direitos Humanos e Minorias,Altera as Leis nº º 10.637 de 2002 e 10.833 de 2003.
10983,29,Direitos Humanos e Minorias,Altera as Leis nº 10.637 de 2002 e 10.833 de 2003.
11007,10,Direito Civil e Processual Civil,Altera a Lei nº 10.406 de 2002.
11021,20,Direitos Humanos e Minorias,"Altera as Leis nº 8.080 de 1990, 8.112 e 1990 e 8.213 de 1991."
11056,39,Direito Penal e Processual Penal,Altera a Lei nº 1.0778 de 2003.
11075,34,Direito Penal e Processual Penal,Altera o Decreto-lei 2.848 de 1940.
11094,7,Finanças Públicas e Orçamento,"Altera a Lei nº 12.844, de 2013."
11101,16,Direito Civil e Processual Civil,Altera as Leis nº 12.850 de 2013 e 12.846 de 2013.
11108,46,Administração Pública,Altera a Lei nº 5662 de 1971.
11162,16,Direito Civil e Processual Civil,Altera a Lei nº 13.105 de 2015.
11168,22,Educação,Altera a Lei nº 13.576 de 2017.
11171,34,Direito Penal e Processual Penal,Altera o Decreto-lei 2.848 de 1940.
11173,6,Finanças Públicas e Orçamento,Altera a Lei nº 13.935 de 2019.
11180,14,Trabalho e Emprego,Altera o Decreto-lei nº 9.295 de 1946.
11182,7,Finanças Públicas e Orçamento,Altera a Lei nº 3.268 de 1957.
11224,25,Finanças Públicas e Orçamento,Altera a Lei nº 9.985 de 2000.
11227,43,Meio Ambiente e Desenvolvimento Sustentável,"Altera as Leis nº. º 8.171 de 1991; 6.001 de 1973; 12.651 de 2012, e 11.460 de 2007."
11246,27,Direito Civil e Processual Civil,"Altera a Lei Complementar nº 79, de 1994 e a Lei nº 12.846, de 2013."
11274,34,Direito Penal e Processual Penal,Altera a Lei nº 8.078 de 1990 e o Decreto-lei nº 2.848 de 1940.
11311,0,Trabalho e Emprego,Altera o Decreto-lei nº 5.452 de 1943.
11312,10,Direito Civil e Processual Civil,Altera a Lei nº 10.406 de 2002.
11325,0,Trabalho e Emprego,Altera a Lei nº 5.889 de 1976.
11327,43,Meio Ambiente e Desenvolvimento Sustentável,Altera a Lei nº 9.605 de 1998.
11332,0,Trabalho e Emprego,Altera a Lei nº 10.048 de 2000.
11333,28,Direitos Humanos e Minorias,Altera a Lei nº 9.656 de 1998.
11356,10,Direito Civil e Processual Civil,"Altera a Lei nº 10.436, de 2002."
11371,29,Direitos Humanos e Minorias,Altera a Lei nº 13.146 de 2015.
11391,8,Direito Penal e Processual Penal,"Altera a Lei nº 13.105, de 2015."
11402,34,Direito Penal e Processual Penal,Altera a Lei nº 6.454 de 1977.
11404,16,Direito Civil e Processual Civil,Altera a Lei nº 14.300 de 2022.
11447,38,Direitos Humanos e Minorias,Altera as Lei nº 8.112 de 1990 e 12.764 de 2012.
11489,41,Direito Penal e Processual Penal,Altera a Lei nº 8.069 de 1990.
11505,5,Trabalho e Emprego,"Altera a Lei nº 10.184, de 2001 e a Lei nº 6.704, de 1979."
11506,30,Finanças Públicas e Orçamento,"Altera a Lei nº 11.482, de 2007; a Lei nº 7.713, de 1988; a Lei nº 9.250, de 1995; e a Lei nº 9.249, de 1995."
11507,43,Meio Ambiente e Desenvolvimento Sustentável,Altera o Decreto-Lei nº 5.452 de 1943.
11514,43,Meio Ambiente e Desenvolvimento Sustentável,"Altera a Lei nº 14.133, de 2021 e a Lei nº 14.284, de 2021."
11515,15,Direitos Humanos e Minorias,Altera a Lei nº 10.098 de 2000.
